BlockId,sequence_length,event_sequence
blk_1074919103,20,07ca1302 d91c4b5d 6aab79ff 8c3db5a2 7e108095 07ca1302 902a27d1 34947c95 8c3db5a2 7e108095 07ca1302 5edfba7e 6aab79ff 8c3db5a2 7e108095 e0ef2cf5 85fa4233 85fa4233 85fa4233 a961c6c9
blk_1075991380,20,0292be91 ebeec6e7 6e6d39fb aa1a0064 3e46eaf6 0292be91 6c175ee4 cf35ee99 aa1a0064 3e46eaf6 0292be91 71773ee9 6e6d39fb aa1a0064 3e46eaf6 529df2ac a0aa423f a0aa423f a0aa423f 7a2506e1
blk_1074178744,15,216a7125 6f8a2792 cd653f2d 3d32b052 262f4c37 216a7125 f72b726e cd653f2d 3d32b052 262f4c37 216a7125 d8ca84d7 33a679ce 3d32b052 262f4c37
blk_1076075143,20,bde9cc67 18fa3c2c a8e77fc7 da4552c1 530421d0 bde9cc67 a92ff81d a8e77fc7 da4552c1 530421d0 bde9cc67 4dad4659 f344dfde da4552c1 530421d0 7099bca3 25931b7c 25931b7c 25931b7c 11ac1ff4
blk_1075324093,20,48459913 039de7f1 fc5d4701 61a66715 235e1a97 48459913 cf085b7c 247958da 61a66715 235e1a97 48459913 72f60dd3 247958da 61a66715 235e1a97 de87bef6 f402746a f402746a e26b344a 1218b36f
blk_1074296876,10,6d832aca b25719a2 ee0fc3ec 3adc5f18 a4e7c31a 6d832aca 0d44909f ee0fc3ec 3adc5f18 a4e7c31a
blk_1075427757,15,bca715af dcaad03f e6cc6ed3 19bc3698 92609b3e bca715af 90b8adf5 e6cc6ed3 19bc3698 92609b3e 1eddfce8 b55f1288 b55f1288 b55f1288 8e330360
blk_1075554230,20,91c6c427 1a9b4802 d1a46a3d 1a09e74e 295c9470 91c6c427 717be9a8 d1a46a3d 1a09e74e 295c9470 91c6c427 a5c3419b 8094a022 1a09e74e 295c9470 7a5e0c24 1737a3ac 1737a3ac 1737a3ac e78c1d92
blk_1076144644,20,ddc47a4b 422cb9ab c50a5000 632232ee fb190a21 ddc47a4b d712f735 c50a5000 632232ee fb190a21 ddc47a4b faddfa8e 05a38954 632232ee fb190a21 9c64a674 1a6d01a9 1a6d01a9 1a6d01a9 02e0354e
blk_1076096167,20,8aa16115 a064e66c 68108d73 cc490890 21509413 8aa16115 8d5b7b0d e63672dc cc490890 21509413 8aa16115 c1007537 e63672dc cc490890 21509413 322c6383 d9528c30 d9528c30 d9528c30 1a849b2c
blk_1074271157,15,f259020f 0ac8c43d 37360245 434a5d15 f69c586f f259020f 71e3fffa 65c71d0c 434a5d15 f69c586f f259020f c58fcc78 37360245 434a5d15 f69c586f
blk_1075144869,20,9b0f1283 264184a7 6c5f2a23 eb472257 96e57b73 9b0f1283 51d1922d 9b718e75 eb472257 96e57b73 9b0f1283 17f635eb 6c5f2a23 eb472257 96e57b73 da88400e 030bd961 030bd961 030bd961 69308425
blk_1074808135,20,a4658ec8 a4e1481a 16b412a4 e4b3d01e a5892f90 a4658ec8 77f07154 6991b2ad e4b3d01e a5892f90 a4658ec8 4d7def63 6991b2ad e4b3d01e a5892f90 f508edcb 339939fc 339939fc 339939fc d5f0873e
blk_1074761602,20,745f433f 2971db6b dd019cd4 a5f8aa08 6f6543a3 745f433f 1e84ded0 dd019cd4 a5f8aa08 6f6543a3 745f433f 7327485e 870dcd2f a5f8aa08 6f6543a3 627bd411 6efade26 6efade26 6efade26 2e989079
blk_1075240383,20,218f81f3 469a8fdb f5233f91 56f4886f 42e6197e 218f81f3 eb01feed 1d210820 56f4886f 42e6197e 218f81f3 e119206c f5233f91 56f4886f 42e6197e b7572bbb 9797bb00 fa793a80 fa793a80 f6208ca2
blk_1075710797,15,60661214 330de1c8 382d6e89 4f0805a0 7aeceddb 60661214 caff1671 32085188 4f0805a0 7aeceddb 939c8714 0b8e429c 0b8e429c 0b8e429c ac3486e0
blk_1074388555,10,efbe130c e8bc834b d2cf0f89 ed46ff3c e407bf0f efbe130c 5f61a4dc d2cf0f89 ed46ff3c e407bf0f
blk_1075573974,20,698729a2 20124869 042b878e 8ab2b437 dc8d80cf 698729a2 a180f872 3fd47c59 8ab2b437 dc8d80cf 698729a2 cddda6ae 042b878e 8ab2b437 dc8d80cf 08334f4b 3d753523 3d753523 3d753523 649ef985
blk_1073992401,9,b7042e7c dcd20e70 87ae9029 b7042e7c b8032d1a 87ae9029 b7042e7c 3cb16120 12b323ff
blk_1074606237,15,e8c649be d9911842 758e74ef 2d548f2b 07b5c192 e8c649be 59fb359f 758e74ef 2d548f2b 07b5c192 e8c649be 573495f6 b41910db 2d548f2b 07b5c192
blk_1074411938,15,583c59aa 8320ac82 081e0487 c1162e7a fdcdd64c 583c59aa 690a7c6a 081e0487 c1162e7a fdcdd64c 583c59aa 06131b0d ceee82e6 c1162e7a fdcdd64c
blk_1076133149,20,d49ee073 ad590ad0 33483ec6 c86f36e4 ff563ba7 d49ee073 d2fc2026 33483ec6 c86f36e4 ff563ba7 d49ee073 5a3aeb62 fc7f1702 c86f36e4 ff563ba7 32c52668 af5ed8c0 af5ed8c0 af5ed8c0 68cd96c2
blk_1075809023,20,87081135 9b3ca738 24c6cb76 9bb33488 813c75cf 87081135 0cf0ada2 48c2f789 9bb33488 813c75cf 87081135 bb1e6245 24c6cb76 9bb33488 813c75cf 616676a5 8afd5341 8afd5341 8afd5341 f37f6624
blk_1075067766,15,da0dbf94 990478d5 c0a85afa 7bda8791 a113cbf2 da0dbf94 1089836a 42d15109 7bda8791 a113cbf2 e44a86a3 629f1bed 629f1bed 629f1bed 62f1646c
blk_1074755005,15,f61d3985 0f0f54ac 757dc466 365cecf0 64019ec9 f61d3985 3ccef5ff 8f5ce96f 365cecf0 64019ec9 2384b666 f61b4f80 f61b4f80 f61b4f80 ab0862e0
blk_1074734811,20,ae29d633 a5df97aa 52b096eb 25983a27 2fcb6f72 ae29d633 f08075c4 52b096eb 25983a27 2fcb6f72 ae29d633 f840bd1f fa0212ed 25983a27 2fcb6f72 a5558c2e aa9ec564 aa9ec564 aa9ec564 e67a5cd2
blk_1074657793,20,cb7fd94b 14ad0073 b8977eec 3fb3e1e1 4c3294a6 cb7fd94b e756817a 19627b40 3fb3e1e1 4c3294a6 cb7fd94b 85a5992a b8977eec 3fb3e1e1 4c3294a6 881afd83 2c9b8f48 2c9b8f48 2c9b8f48 cc250f66
blk_1075233357,15,eec0a9e6 b0222206 006ff8b3 8e073af4 b5a59cb0 eec0a9e6 38df737f 79fa7b68 8e073af4 b5a59cb0 fcd7193e db675de8 db675de8 db675de8 be8d85b7
blk_1075401469,20,dc4faf32 1e6305f6 9ce6a7cc 1381cb2f aa32e098 dc4faf32 2f277c39 9ce6a7cc 1381cb2f aa32e098 dc4faf32 581a3288 6409cc6f 1381cb2f aa32e098 ebfffa95 5f04a8bd 5f04a8bd 5f04a8bd 40418a49
blk_1074393583,15,25c6f47a d2881501 b197d3a6 2c3dac26 1e619638 25c6f47a 0d720b91 9911a948 2c3dac26 1e619638 25c6f47a 0581e29d 9911a948 2c3dac26 1e619638
blk_1075306479,20,ac876b6e 1937748f 2171399b 4c3602b4 67fce052 ac876b6e a05d3161 2171399b 4c3602b4 67fce052 ac876b6e 0c3a3bcf b8e916b2 4c3602b4 67fce052 204887ed ac38a68c ac38a68c ac38a68c 2c5377db
blk_1074068789,15,62583379 4643c519 8b62639c 1ee78fbc 082e6cb3 62583379 7892c099 8b62639c 1ee78fbc 082e6cb3 62583379 22823673 60722746 1ee78fbc 082e6cb3
blk_1075293591,20,69e024ec d329922c 22417619 7f120dfb 243cffa6 69e024ec 933092f3 22417619 7f120dfb 243cffa6 69e024ec 17c7e8cb 817cb3c7 7f120dfb 243cffa6 41a34ae4 25801158 25801158 25801158 7c233cc8
blk_1074022286,9,8633974b d3989079 0b1ae9b3 8633974b 6faff699 88eb69f4 8633974b 818d6f30 88eb69f4
blk_1073933843,28,7e497c21 349f0e26 7e497c21 349f0e26 1fa8b9bb 2ad8c60d 1fa8b9bb 2ad8c60d 1fa8b9bb 2ad8c60d 7e497c21 349f0e26 8f43dd70 2ad8c60d 7e497c21 3c037e9f 5d91a32d 35b85537 0b0699cc 7e497c21 349f0e26 7e497c21 b1285c4f 2772c08f bcf5a338 60edf242 bcf5a338 60edf242
blk_1075068041,20,185a9b63 eb5694e2 e07eebb2 29f1a168 ed02e4a6 185a9b63 3e97b7b0 4fd31a5f 29f1a168 ed02e4a6 185a9b63 5eaea227 e07eebb2 29f1a168 ed02e4a6 3bfbedc7 46865362 46865362 46865362 69f0bca3
blk_1074674833,20,6b9f1dfd b02239ec 645b96f5 f952a046 e2ef8fe3 6b9f1dfd 814af8d0 645b96f5 f952a046 e2ef8fe3 6b9f1dfd b1e89fdd 4f54ae03 f952a046 e2ef8fe3 d9963b0a 5a9f8143 5a9f8143 5a9f8143 b2371975
blk_1076184225,20,133d64b2 e1b49dab e3b604f6 62d1f790 d0627685 133d64b2 cbd12dcb 4ba8ee1c 62d1f790 d0627685 133d64b2 1ac61ff5 e3b604f6 62d1f790 d0627685 a79523a9 0f4c2727 0f4c2727 0f4c2727 966024c5
blk_1073957771,27,7856afbb 2df4e1e5 7abb7331 5f0eef4c 7856afbb 485dc1d2 f234351b 61407a28 af22b2da 7856afbb 2df4e1e5 7856afbb 2df4e1e5 201ba317 5f0eef4c 7856afbb af841599 071f89ba 7c0a7b68 5f0eef4c 61407a28 af22b2da 7856afbb 4b399286 f234351b caa0c2de aa94c762
blk_1075200079,20,851d37d4 bfb65eaf 632097ce 81b59296 de81160b 851d37d4 6d5f08af 632097ce 81b59296 de81160b 851d37d4 b696786a 2008545f 81b59296 de81160b 03d1e544 df2a038f 0b06df61 0b06df61 749d4c5b
blk_1074385322,15,1cbc1ded 3a71f5f1 655d3d90 99ec9f6d 9fca8227 1cbc1ded 4edc9125 20d40a8a 99ec9f6d 9fca8227 1cbc1ded a68a3719 20d40a8a 99ec9f6d 9fca8227
blk_1073989671,9,2fec045b 0c4bed99 a6753fb2 2fec045b 5289ed36 c2c9182e 2fec045b 0994601f c2c9182e
blk_1075729500,15,4cf4d088 89f1e264 3f1ca007 b1a6c460 5480f915 4cf4d088 925bf5fc 7084fd44 b1a6c460 5480f915 c4b5450e 445fd2fd 445fd2fd 445fd2fd 0d20db0a
blk_1075902065,20,76b75421 3a0043cd 4d0398c4 11affd82 03d95a82 76b75421 f73747de 4d0398c4 11affd82 03d95a82 76b75421 49c6e2d1 67fff303 11affd82 03d95a82 da14ce8e 268cb2b5 268cb2b5 268cb2b5 153a50a6
blk_1075824535,20,8c8a4b59 dd5cf85d 786d9926 3d47750f 5ea76c95 8c8a4b59 c2b89641 76d60a84 3d47750f 5ea76c95 8c8a4b59 49abe70f 786d9926 3d47750f 5ea76c95 e69171b7 dfabdf74 f9befd17 f9befd17 7fdf836a
blk_1074343466,15,d2e7ae1a f56e406d 6b576ba2 5f808821 7e53887b d2e7ae1a b45cfd68 6b576ba2 5f808821 7e53887b d2e7ae1a 6ecb7d04 c95969f5 5f808821 7e53887b
blk_1075352373,20,9a4c63dd ae97054d d6035cc8 dc2ed873 9af9295a 9a4c63dd 1eb11abb 427a7bab dc2ed873 9af9295a 9a4c63dd 47daa28c d6035cc8 dc2ed873 9af9295a b7b111da 2dfed87a 2dfed87a 2dfed87a bdd1a940
blk_1075428503,20,7c077e45 384d9f7f fe3b0f69 c97c893a ab2b16bd 7c077e45 728ffd32 fe3b0f69 c97c893a ab2b16bd 7c077e45 f2729c08 5be4b000 c97c893a ab2b16bd f143fdc8 100c84f8 100c84f8 100c84f8 f9728d2c
blk_1074538462,15,95e3293d 9d07a256 6a27366f 0d577bae 2edd1aab 95e3293d 18e66952 55759a52 0d577bae 2edd1aab 95e3293d 2a602654 6a27366f 0d577bae 2edd1aab
blk_1075645146,20,819ecdca 61e960bc d64b7da1 9e68f15b ef5f6fe4 819ecdca a40061fc bbba705a 9e68f15b ef5f6fe4 819ecdca f5b4b526 d64b7da1 9e68f15b ef5f6fe4 fa99623f a593609b a593609b a593609b 472616b9
blk_1075607892,20,3a176c26 247dbbd6 e37118ce 5a80e361 30f65156 3a176c26 5bc66722 a6edd26b 5a80e361 30f65156 3a176c26 50ab98cf a6edd26b 5a80e361 30f65156 70256548 f32eb82b f32eb82b f32eb82b d87251c1
blk_1075779807,15,89dc357c 01d3f52d f17eab26 b11e71b2 9c382870 89dc357c a914518e 5e5e0195 b11e71b2 9c382870 62a8e559 6726b022 6726b022 6726b022 e960b4e2
blk_1073808505,18,a67d9de3 907558f6 a67d9de3 04f1154c 70d0fefa b1890f98 982a8bbc a67d9de3 907558f6 a67d9de3 acb81a0b 4ae52c4b 4165091f 982a8bbc 5d5aa4c1 d680d842 5d5aa4c1 d680d842
blk_1075312697,20,503ec456 50b868e9 5cfed5d5 e0bf025e b5425e6b 503ec456 30bb683e ad9eb299 e0bf025e b5425e6b 503ec456 25d445f9 ad9eb299 e0bf025e b5425e6b 968853b7 e8e9a86f e8e9a86f e8e9a86f 93828f1b
blk_1074716365,20,93f6cd63 c8fcf9fb 170f1239 27308ed3 6a992bbb 93f6cd63 db2c5ba6 462183fe 27308ed3 6a992bbb 93f6cd63 45980191 170f1239 27308ed3 6a992bbb 06bb0e34 b290ea17 b290ea17 b290ea17 413ccc57
blk_1074590371,15,073e34eb 9e0e09c5 5191156c 6b5099d1 2bcdaa77 073e34eb a5ebd608 d93d0a0d 6b5099d1 2bcdaa77 073e34eb 53822a1a d93d0a0d 6b5099d1 2bcdaa77
blk_1074685546,20,cd9c63a1 002b3851 d6241f40 11d945a9 878c532b cd9c63a1 db55267f 95e0a3e0 11d945a9 878c532b cd9c63a1 fdc7a686 d6241f40 11d945a9 878c532b 51867421 77a13481 77a13481 77a13481 f6abb3b8
blk_1074913166,20,e442ad80 ccd2ee46 d81f3633 48391d97 fefa2fd0 e442ad80 e1be6519 7a8268b5 48391d97 fefa2fd0 e442ad80 a5f87d51 7a8268b5 48391d97 fefa2fd0 32c2b6d2 ada25541 ada25541 ada25541 127b3432
blk_1075712421,20,77a39654 2d8a82d0 66c78a51 a3289d8c 26f6e428 77a39654 a968a9db 66c78a51 a3289d8c 26f6e428 77a39654 48aff545 37215d45 a3289d8c 26f6e428 3ec980f7 629c9d21 629c9d21 629c9d21 f8559ee2
blk_1075099218,20,7bbac972 c95319af 552285b3 1d764677 be224481 7bbac972 f760bf69 181e818b 1d764677 be224481 7bbac972 8df6f9a2 181e818b 1d764677 be224481 dedca27c 69146f33 69146f33 69146f33 6f437c42
blk_1075164472,20,e939e731 cb743cc8 461dd69f 31dedd19 2471f440 e939e731 7483005d e9880cf9 31dedd19 2471f440 e939e731 1326a529 461dd69f 31dedd19 2471f440 ce5d0030 afcb3f48 afcb3f48 afcb3f48 1281c3f9
blk_1075141786,20,6cf7ebef 7825c5e4 387ab6ac 3379af54 e55760cd 6cf7ebef 58497961 b422d682 3379af54 e55760cd 6cf7ebef 429294b8 387ab6ac 3379af54 e55760cd 8bf7e15f c1b39aa0 c1b39aa0 c1b39aa0 93138049
blk_1076060248,20,8dd41657 3609bb41 ab009de6 583d7bc8 5ed33b49 8dd41657 764e134e 37aee5a5 583d7bc8 5ed33b49 8dd41657 c1951067 37aee5a5 583d7bc8 5ed33b49 1264e2f7 12503e1a 12503e1a 12503e1a cf3c498b
blk_1075265381,21,23a44d24 685a1ad8 19565302 56d701c2 166ed2c2 23a44d24 bf127f91 19565302 56d701c2 166ed2c2 23a44d24 6ec023f7 c14e8b1a 56d701c2 166ed2c2 cd4a120c 8e38f75e 5b34068b 42a0f42e 42a0f42e 1bf64147
blk_1075550083,15,14f55d1d 6b6508e7 9531352b ad7b5c0e 7a72618e 14f55d1d 6a4bfe44 34862b56 ad7b5c0e 7a72618e 3d39484b 23d4e4d5 23d4e4d5 23d4e4d5 adbd2b60
blk_1073926475,9,563beaa4 d85174a7 36924cea 563beaa4 d429ad41 1e1dde46 563beaa4 2a313b26 1e1dde46
blk_1074239087,10,41603451 117964f0 1ffe9e8b aa9e3bf4 82067ab9 41603451 dba437d5 1ffe9e8b aa9e3bf4 82067ab9
blk_1074282682,15,27ce7963 a193b3db 965c53b0 492ae2b0 7f833cca 27ce7963 80a716f0 b80d3dbf 492ae2b0 7f833cca 27ce7963 5ee0e809 965c53b0 492ae2b0 7f833cca
blk_1074985465,20,b5eb8b1c ef26bc84 228ff778 91a5b0b8 58dabe44 b5eb8b1c ef811f4c 9babd974 91a5b0b8 58dabe44 b5eb8b1c c7051d13 9babd974 91a5b0b8 58dabe44 1fae2c3f d2c19a39 d2c19a39 d2c19a39 daa1fcfe
blk_1073905145,27,1e4e78cd 352ca0c0 8364f642 698e5df6 83d7da74 1e4e78cd 89f7a4bb d37e5689 efea18cb c64298ec efea18cb c64298ec 698e5df6 83d7da74 1e4e78cd 1b01207b 1e4e78cd 1b01207b 1e4e78cd 1b01207b 873cb0e0 c64298ec 1e4e78cd 64c3f4cb d37e5689 698e5df6 83d7da74
blk_1076081492,20,ad03e9ee d7d213c6 7e8c45f2 a4fe691f 792c5c4b ad03e9ee 461a25f1 7e8c45f2 a4fe691f 792c5c4b ad03e9ee c672d9f2 69fbc6cb a4fe691f 792c5c4b 5d25106f b6748b3f b6748b3f b6748b3f fa63b432
blk_1076049947,20,ab0107b4 e15c8372 eb50412d fe3e7d96 9d053925 ab0107b4 8ac2ec9b eb50412d fe3e7d96 9d053925 ab0107b4 fe7d2ab7 b181a365 fe3e7d96 9d053925 b6857dde 6cadbb69 6cadbb69 6cadbb69 080a1ef7
blk_1076191488,22,06e670fd d707ab25 198b2c8b 7484d75d 95c212a7 06e670fd 61779a4a 16452058 7484d75d 95c212a7 06e670fd b46aabc5 198b2c8b 7484d75d 95c212a7 4ff9e1d7 636ebb7c 636ebb7c 636ebb7c df9209a0 7a5a346d a29b6423
blk_1075669260,20,51c359ab 751a5321 364afacf 4fee04a6 c145989b 51c359ab 6497230c 364afacf 4fee04a6 c145989b 51c359ab 86c32c2f 738906a4 4fee04a6 c145989b 553d8a15 a922ada0 a922ada0 a922ada0 3380c63f
blk_1075899004,20,e296d01a 839c6753 68a8423d 240ed911 47f73a77 e296d01a 806a1cde ca881c18 240ed911 47f73a77 e296d01a a9414a1e 68a8423d 240ed911 47f73a77 07d4221e 3667aeeb 3667aeeb 3667aeeb da612ce8
blk_1074737123,21,5c981a57 b5f718ad 712dc377 2b1cd701 58e2b0e7 5c981a57 c77db9b1 0aa3e993 2b1cd701 58e2b0e7 5c981a57 7208e8c5 712dc377 2b1cd701 58e2b0e7 477b0c5e 0d1a6a09 0d1a6a09 0d1a6a09 6f74eede 5a38d98a
blk_1073968897,23,ee00d2c0 79b45cd2 bee6e0a1 759cfbf5 ee00d2c0 79b45cd2 ee00d2c0 6e132139 80b7b63d ee00d2c0 df4ad130 80b7b63d 20e8fd5a f46e0a1c 20e8fd5a f46e0a1c 20e8fd5a f46e0a1c ee00d2c0 feb9347a 88307504 bee6e0a1 759cfbf5
blk_1076008094,20,21290e5a 0aaef27f 467fb92d 2c52c2d2 b73d07dd 21290e5a 52fb139c 467fb92d 2c52c2d2 b73d07dd 21290e5a 690182d1 2c66cf31 2c52c2d2 b73d07dd 71efe59e 8580aab6 8580aab6 8580aab6 ae8602c0
blk_1075855813,20,e84d5217 2e447fe7 d0759cc8 fa412e48 89d3d51b e84d5217 b9a3309e d0759cc8 fa412e48 89d3d51b e84d5217 6e13a5f8 8f73a54d fa412e48 89d3d51b 92c6bc5c 8427fdd5 8427fdd5 8427fdd5 ef424da8
blk_1075238091,20,f27326cd ecc2307b 5f2b0ba3 a4c03a59 fa6a7fb6 f27326cd bb39bcea 922dab49 a4c03a59 fa6a7fb6 f27326cd b5ddce0a 922dab49 a4c03a59 fa6a7fb6 6c514168 87f0f7bf 87f0f7bf 87f0f7bf c26870f4
blk_1074753306,10,7c3d1455 3bf1d80d 8a2c1a1a 4ca8e0ca e2e43137 b972a286 da90b2bc da90b2bc da90b2bc fca08f99
blk_1075821682,20,9fe81b5f 5c676c99 f120a0be 1cfd7f04 738b5f17 9fe81b5f 1c9793cf f120a0be 1cfd7f04 738b5f17 9fe81b5f 311ee04d 9eae47b1 1cfd7f04 738b5f17 34766903 93c5581d 93c5581d 93c5581d a4605410
blk_1075716446,20,50882184 3cd344e2 08f99708 fb9f523a f3c63e0e 50882184 742eedd0 08f99708 fb9f523a f3c63e0e 50882184 566c2779 2ceb179a fb9f523a f3c63e0e e5681db2 8cd940f6 8cd940f6 8cd940f6 5d5a6ad1
blk_1074157530,15,d8dbbf1e 5a79a904 fda08631 3c86f01a 8a1e1117 d8dbbf1e db51a16c 2cf8831a 3c86f01a 8a1e1117 d8dbbf1e 9c1c31da fda08631 3c86f01a 8a1e1117
blk_1075456162,21,9028ce75 c447e220 5361bdfd 5a7e97e7 38cf6364 9028ce75 de26b35a 2f7f43e4 5a7e97e7 38cf6364 9028ce75 6e1fd0ce 2f7f43e4 5a7e97e7 38cf6364 044bf6d1 1ec9e91d 1ec9e91d 1ec9e91d 002f39da 1aaa4f18
blk_1073875060,26,b0bf7ba9 8a5559ae b0bf7ba9 8a5559ae b0bf7ba9 8a5559ae b0bf7ba9 8a5559ae c4df75ab c204d377 c4df75ab c204d377 b0bf7ba9 7ef0166b a7fe7d70 894d2a61 c204d377 bec7ccab b30de3e7 b0bf7ba9 acb3a605 3264d7cc 311d28fd d2aaa987 311d28fd d2aaa987
blk_1074251721,15,ad952005 097de70b 4f8df9b2 5fc5b2f3 1ffcc582 ad952005 357f0901 4f8df9b2 5fc5b2f3 1ffcc582 ad952005 367fc1f9 114c9910 5fc5b2f3 1ffcc582
blk_1075499988,15,bc28482a 5c6a73e7 b104c902 92bfb1ea 4d7509ca bc28482a 6e88d57e efd03ac9 92bfb1ea 4d7509ca a86106e9 280297b8 280297b8 280297b8 16054363
blk_1074229066,15,ff1bf52a 4196e7f9 6bb732f4 8c496ca8 41d1525b ff1bf52a 28400853 1688aef9 8c496ca8 41d1525b ff1bf52a aaaa8561 1688aef9 8c496ca8 41d1525b
blk_1073758424,9,733c7017 39771888 578f0397 733c7017 bd564c3d 578f0397 733c7017 67b2da97 03dcc8f1
blk_1075983459,15,41b81fae 54dab8af 22aa0682 dd34ee0e 17f69e47 41b81fae 02aa0605 22aa0682 dd34ee0e 17f69e47 2fa34e19 1c20d1d0 1c20d1d0 1c20d1d0 09f11c1a
blk_1074250854,15,5cddf364 e64e81e6 ba592dc4 79843d65 bc5cea8a 5cddf364 3f23752e f5ed2ab4 79843d65 bc5cea8a 5cddf364 823c4f41 f5ed2ab4 79843d65 bc5cea8a
blk_1075831323,20,9affe9ba 796769a5 fb0f76b2 17d69be0 8df8a644 9affe9ba aefa1951 fb0f76b2 17d69be0 8df8a644 9affe9ba d546ee8c eb187ae4 17d69be0 8df8a644 cba2b42f 1c42a3b8 1c42a3b8 1c42a3b8 3891c5f2
blk_1073750593,21,24eeedeb e83e7f07 890c6597 c28ed641 674dc453 24eeedeb bea8a14c 6bcc6c4d 07c75dd5 24eeedeb bea8a14c 24eeedeb eebd86a4 890c6597 1434a3ee 674dc453 24eeedeb c12a164e 0dabaac8 02284e84 47e0b0a6
blk_1075332909,20,25edbf1b 568c576b 289f1117 72f4a6d7 5a841e7c 25edbf1b f1b1c6d4 bb3c868b 72f4a6d7 5a841e7c 25edbf1b 006ae781 289f1117 72f4a6d7 5a841e7c b26266ac b1f4568e b1f4568e b1f4568e 0ad5d853
blk_1074527150,10,79ee849b a86a0aa9 370ca8ac 3fdee05d adfe2949 79ee849b 6ccdf432 370ca8ac 3fdee05d adfe2949
blk_1075673009,20,519e0cea 8f16eb62 166c3cdd f70ca92d e890c05a 519e0cea d2b1f3fa d62641ac f70ca92d e890c05a 519e0cea a0e8655b d62641ac f70ca92d e890c05a 0132bca4 3b0a94f3 3b0a94f3 3b0a94f3 32243235
blk_1076018629,20,f79979c3 d8951dc3 2ab78423 3206a048 a362940a f79979c3 531453f9 7923af71 3206a048 a362940a f79979c3 ffda3c1e 2ab78423 3206a048 a362940a 4bdb73c2 51776cb4 51776cb4 51776cb4 a4eef915
blk_1073885107,19,00c48156 8f29175c 1e6dadf7 8b9b078a 0df766cc 8b9b078a 0df766cc 00c48156 4c9154e7 00c48156 4c9154e7 00c48156 4c9154e7 ec43a6b2 0df766cc ca454f80 0e0e8a68 ca454f80 0e0e8a68
blk_1075746231,20,5ededf5d 5bba53f9 57b1e7e8 a84f3958 750e4fcc 5ededf5d 5d3753f6 77400d99 a84f3958 750e4fcc 5ededf5d 963c574e 57b1e7e8 a84f3958 750e4fcc e7fbe325 bc34a420 bc34a420 bc34a420 02a6f2aa
blk_1075682069,20,0dbe6686 41d53871 92575707 3b5a4b05 e9b1fafd 0dbe6686 b6be5b30 92575707 3b5a4b05 e9b1fafd 0dbe6686 c3d9508a ccaba519 3b5a4b05 e9b1fafd de6dda51 89b87209 89b87209 b81be41f ff0bc9dc
blk_1074299068,15,d81084db dfe5d32f 05bc613a c344790d e5d09ac7 d81084db 1ae5746c 30a7ea66 c344790d e5d09ac7 d81084db 027a5818 05bc613a c344790d e5d09ac7
blk_1074341330,15,45ff8627 7d8624da 057bc61d ba5e14bc 3fcab23b 45ff8627 6001ac46 057bc61d ba5e14bc 3fcab23b 45ff8627 e8d9782a 4b463b6c ba5e14bc 3fcab23b
blk_1073808379,28,f66051b8 71e5f383 0412de1a 7d6cd8c0 f66051b8 0e87d7fb ed895752 a4ca394b 44241497 a4ca394b 44241497 f66051b8 71e5f383 bfe9d4c4 44241497 f66051b8 71e5f383 f66051b8 89fa937c 3e2924f0 a70acf35 44241497 f66051b8 71e5f383 c06034ac 26d90302 c06034ac 26d90302
blk_1075403523,20,fe4c7001 df224dc2 b56d3c03 07b0a053 2bb8b436 fe4c7001 09363a53 b56d3c03 07b0a053 2bb8b436 fe4c7001 ec99958b 2a55967c 07b0a053 2bb8b436 44371342 5141fa0a 5141fa0a 5141fa0a f50817cd
blk_1073998993,18,57e16f91 3a83b6cd f2541066 1926741c 57e16f91 bcbebf3f 4f36b7a8 52c1c68e 1926741c 57e16f91 2fe14700 4f36b7a8 57e16f91 3a83b6cd fd3e888c 5d07a347 fd3e888c 5d07a347
blk_1074213720,15,7cff3b27 f331a256 ddb01032 07e8d31a 30ed17a6 7cff3b27 12569925 ddb01032 07e8d31a 30ed17a6 7cff3b27 7ea8d141 ca3d8524 07e8d31a 30ed17a6
blk_1074649357,20,cc58ed0c a4ec5601 f36c7055 3c564361 ceb64830 cc58ed0c d0061917 e49adb7b 3c564361 ceb64830 cc58ed0c efc86969 f36c7055 3c564361 ceb64830 6d5717d3 3683a893 3683a893 3683a893 ffd59c57
blk_1075992926,15,a81180a6 c89c0aa0 a9a036fb ccebd8a9 b6691dd2 a81180a6 c9d0be5a a9a036fb ccebd8a9 b6691dd2 b78b9061 fda32f52 fda32f52 fda32f52 44c0408e
blk_1074279037,15,ed954086 7cec6637 360d27d2 a70faf52 031c43a8 ed954086 f48204ad 261a6188 a70faf52 031c43a8 ed954086 b337953c 360d27d2 a70faf52 031c43a8
blk_1074635424,15,7c85609e 521f9a23 79cd139b 72648bab e930f442 7c85609e 4b540f8b faf0f662 72648bab e930f442 7c85609e 7cfecad7 79cd139b 72648bab e930f442
blk_1074212848,15,439e00d6 e9198cdb c4b78e94 1cb1da4c 365af754 439e00d6 6b3ed5a9 ea5a91c8 1cb1da4c 365af754 439e00d6 39fb8638 c4b78e94 1cb1da4c 365af754
blk_1074463325,15,90397f74 08b8459f 681295c9 68528d46 7e14bd91 90397f74 b1479178 681295c9 68528d46 7e14bd91 90397f74 6a89b7b3 46017a1e 68528d46 7e14bd91
